workerid,proliferate.condition,time_in_minutes,error
1479,main,5.190966666666666,
1691,main,8.897733333333333,
1151,main,5.654466666666667,
1628,main,6.38425,
1017,main,4.68855,
1557,main,3.3209333333333335,
1015,main,11.50505,
1392,main,4.57935,
1354,main,4.990366666666667,
1633,main,10.478633333333333,
1150,main,6.02825,
1301,main,9.744383333333332,
1359,main,5.348583333333333,
1426,main,3.8766833333333337,
1529,main,9.44215,
1295,main,4.8828,
1242,main,4.7191,
1668,main,10.278916666666667,
1027,main,13.87315,
1044,main,5.517733333333333,
1445,main,15.02675,
1471,main,11.993716666666666,
1312,main,6.208216666666667,
1357,main,12.912616666666668,
1679,main,8.134633333333333,
1627,main,6.627083333333333,
1594,main,8.272233333333334,
1695,main,24.26665,
1190,main,6.93885,
1212,main,10.278166666666667,
1418,main,6.9079,
1683,main,10.294116666666667,
1166,main,7.3859,
1308,main,11.224283333333334,
1518,main,8.796616666666667,
1588,main,8.095566666666667,
1290,main,5.310266666666666,
1211,main,12.148433333333331,
1396,main,4.934083333333334,
1678,main,3.84825,
1569,main,5.632233333333334,
1217,main,7.2125,
1449,main,7.7366,
1495,main,5.543983333333333,
990,main,5.969116666666666,
1273,main,6.476166666666667,
1101,main,6.470716666666666,
1455,main,10.448533333333334,
1606,main,3.556216666666667,
997,main,28.223766666666663,
1474,main,5.6677,
1038,main,11.736816666666666,
1617,main,7.881383333333333,
1291,main,5.479966666666667,
1639,main,8.329583333333334,
1672,main,7.107466666666666,
1002,main,16.471933333333332,
1261,main,2.5242833333333334,
1247,main,5.790316666666667,
1328,main,11.349283333333334,
983,main,3.871683333333334,
1442,main,8.36915,
1433,main,4.763683333333334,
1539,main,5.826216666666666,
1625,main,4.24145,
1270,main,8.147833333333333,
1428,main,3.9568833333333338,
1566,main,17.00605,
1515,main,5.5648,
1553,main,11.6671,
1146,main,10.583433333333334,
1356,main,8.673633333333333,
1178,main,4.0431333333333335,
1223,main,5.10805,
1039,main,2.4927333333333332,
1362,main,8.952233333333334,
1561,main,8.130033333333333,
1139,main,4.5373,
1092,main,9.839,
1045,main,7.72735,
1675,main,9.404166666666669,
1153,main,6.24735,
1502,main,15.340283333333334,
1424,main,4.398716666666667,
1040,main,5.819083333333333,
1298,main,7.390433333333333,
1343,main,9.533716666666669,
1659,main,7.602433333333333,
1406,main,4.208866666666666,
1545,main,5.697033333333334,
1544,main,3.941866666666667,
1577,main,5.028783333333333,
1398,main,6.2864,
1106,main,6.445266666666667,
1429,main,6.985633333333333,
1320,main,7.481516666666667,
1097,main,6.068183333333334,
1586,main,5.235733333333333,
1408,main,8.836316666666667,
1383,main,19.335816666666663,
1165,main,4.69805,
1538,main,4.8811,
1504,main,6.295266666666667,
1204,main,8.147916666666667,
1069,main,5.5937166666666664,
1407,main,6.466116666666666,
1012,main,5.794383333333333,
1520,main,6.454783333333333,
1016,main,5.8741,
1486,main,4.772683333333333,
1352,main,9.768933333333331,
1619,main,7.151866666666667,
1155,main,5.55165,
1472,main,10.431783333333334,
1573,main,3.796516666666667,
1447,main,4.584083333333333,
1011,main,2.6779333333333333,
1065,main,8.365566666666666,
1488,main,5.522966666666667,
1599,main,10.463166666666666,
1269,main,18.669133333333335,
1054,main,6.587083333333333,
1331,main,4.40395,
1682,main,5.301416666666666,
1526,main,7.513833333333333,
1281,main,2.7756333333333334,
1484,main,5.521016666666666,
1100,main,5.925633333333334,
1516,main,5.5612,
999,main,3.849583333333334,
1390,main,5.956066666666667,
1464,main,12.560416666666669,
1641,main,5.056466666666667,
1432,main,11.795966666666668,
1687,main,8.722616666666667,
1530,main,6.356716666666666,
1650,main,4.946533333333333,
1394,main,6.95135,
1272,main,5.1490833333333335,
1169,main,4.046983333333333,
1138,main,12.69285,
1075,main,3.706583333333333,
1050,main,7.8185,
1180,main,4.4078,
1591,main,7.470233333333334,
1653,main,3.378433333333333,
1279,main,10.9648,
1243,main,5.980683333333333,
1385,main,4.807666666666667,
1206,main,13.394866666666667,
1218,main,7.814966666666667,
1104,main,9.511083333333334,
1543,main,7.308466666666667,
1292,main,3.4271166666666666,
1503,main,9.56895,
1147,main,7.310483333333333,
1088,main,12.03145,
1191,main,7.90405,
1596,main,13.9088,
1313,main,7.30725,
1534,main,5.286716666666667,
1564,main,9.684216666666666,
1214,main,4.850716666666667,
1470,main,9.65455,
1462,main,16.602933333333333,
1264,main,4.022266666666667,
1284,main,6.41705,
1121,main,11.200766666666668,
1476,main,25.47821666666667,
1377,main,8.532166666666667,
1285,main,4.660166666666667,
1562,main,7.09135,
1624,main,13.378466666666666,
1177,main,11.8897,
1556,main,6.736033333333333,
1240,main,4.540783333333334,
1448,main,5.97825,
1642,main,9.0902,
1417,main,5.381833333333334,
1259,main,4.324816666666667,
1614,main,7.5974,
1416,main,9.208166666666669,
1059,main,4.689783333333334,
1523,main,4.218233333333333,
1077,main,6.24245,
1327,main,8.915183333333333,
1128,main,3.21365,
1034,main,4.8913,
1391,main,5.527783333333334,
1478,main,7.962766666666667,
1437,main,19.436683333333335,
1085,main,8.2082,
1172,main,8.802366666666666,
1127,main,5.484766666666666,
1649,main,6.58095,
1466,main,7.54455,
1684,main,11.916983333333333,
1257,main,26.13746666666667,
1513,main,10.268616666666668,
989,main,6.5352,
1286,main,4.934533333333333,
1306,main,8.926716666666668,
1076,main,4.50175,
1431,main,5.629616666666666,
1575,main,5.657633333333333,
1186,main,11.552933333333334,
1450,main,7.12205,
1658,main,7.0117666666666665,
1506,main,3.6257333333333337,
1229,main,5.766066666666666,
1161,main,7.120283333333333,
1638,main,7.14695,
1542,main,7.680133333333333,
1673,main,9.342483333333334,
1158,main,9.9775,
1140,main,5.080766666666666,
1574,main,7.525066666666667,
1347,main,8.78935,
1452,main,7.423483333333333,
1425,main,17.288766666666668,
1094,main,7.5683,
1249,main,9.804733333333331,
1421,main,11.971866666666669,
985,main,5.400633333333333,
1227,main,4.84775,
1592,main,4.57585,
1315,main,5.18335,
1613,main,3.1409166666666666,
1370,main,8.082433333333332,
1168,main,7.357383333333333,
1122,main,3.76045,
1162,main,7.490233333333333,
1610,main,4.850266666666666,
1112,main,14.484883333333334,
1644,main,6.0609,
1062,main,8.6675,
1636,main,15.22365,
1475,main,4.2306,
1419,main,6.83495,
1183,main,7.33095,
1387,main,7.089683333333333,
1412,main,10.763666666666667,
1414,main,21.075233333333333,
996,main,7.022683333333333,
1043,main,11.26465,
1026,main,8.430383333333333,
1607,main,4.5433666666666666,
1669,main,7.942333333333333,
1551,main,9.702416666666666,
1251,main,5.775416666666667,
1063,main,6.221183333333333,
1457,main,5.985216666666667,
1010,main,6.946883333333333,
1415,main,9.546766666666668,
992,main,4.376616666666667,
1663,main,5.798783333333334,
1052,main,3.577166666666667,
1018,main,7.5934,
1289,main,7.263666666666667,
1220,main,10.25215,
1376,main,6.963616666666667,
1540,main,5.142683333333333,
1337,main,16.33813333333333,
1081,main,9.618183333333333,
1493,main,6.708666666666667,
1096,main,6.406133333333333,
1340,main,7.926133333333333,
1143,main,6.3266,
1303,main,3.6646,
1666,main,9.884816666666667,
1013,main,3.832,
1358,main,5.957716666666666,
1473,main,6.835383333333334,
1508,main,4.0519,
1600,main,9.994383333333332,
1410,main,6.524566666666667,
1372,main,6.0374,
1260,main,5.195766666666667,
1256,main,11.819733333333334,
1225,main,8.334366666666666,
1061,main,19.8698,
1179,main,7.6359,
1125,main,4.64795,
1576,main,6.26505,
1208,main,3.0856333333333335,
1465,main,10.018583333333334,
1527,main,7.8143,
1120,main,10.78735,
1554,main,3.696266666666667,
1126,main,5.007033333333333,
1436,main,5.407683333333333,
987,main,10.077166666666669,
1581,main,11.374333333333333,
1601,main,7.324433333333333,
1103,main,5.0681666666666665,
1528,main,9.511766666666666,
1598,main,4.634416666666667,
1216,main,8.870183333333333,
1654,main,5.7376,
1579,main,3.2676833333333333,
1226,main,4.611466666666667,
1333,main,20.66845,
1373,main,13.641466666666666,
1344,main,5.89825,
1350,main,15.457616666666668,
1662,main,8.652616666666667,
1005,main,7.535916666666667,
1537,main,6.595283333333334,
1141,main,18.52555,
1004,main,7.00085,
1006,main,18.330066666666667,
1201,main,5.275416666666667,
1467,main,4.98595,
1379,main,10.305916666666668,
1207,main,23.728083333333338,
1171,main,4.73995,
1451,main,4.4392,
1213,main,10.5168,
1468,main,4.492383333333334,
1184,main,5.221566666666667,
1550,main,4.163116666666666,
1116,main,6.465033333333333,
1135,main,4.187133333333334,
1469,main,5.1809,
986,main,6.354883333333333,
1262,main,9.48145,
1640,main,9.7066,
1590,main,6.1972,
1667,main,9.298783333333333,
1193,main,7.929283333333333,
1651,main,9.92405,
1657,main,6.577766666666666,
1611,main,6.2925,
1001,main,5.044183333333334,
1656,main,7.321633333333334,
1411,main,8.328983333333333,
1454,main,4.453516666666666,
1395,main,3.6029333333333335,
1228,main,6.000283333333333,
1051,main,6.43865,
1266,main,5.6924166666666665,
1487,main,11.833716666666668,
1110,main,6.5742,
1643,main,6.12755,
1381,main,8.72395,
1176,main,9.826,
1221,main,5.509066666666667,
1532,main,8.49505,
1302,main,6.913116666666666,
1635,main,4.632783333333333,
1632,main,7.45805,
1275,main,16.353066666666667,
1142,main,6.5967666666666664,
1181,main,6.204283333333334,
1198,main,7.489383333333333,
1676,main,6.844566666666666,
1578,main,5.7985,
1093,main,6.009566666666666,
1245,main,9.526666666666667,
1482,main,4.81475,
1552,main,11.225316666666666,
1311,main,8.775766666666666,
1084,main,13.997716666666667,
1498,main,28.899,
1174,main,6.8045333333333335,
1280,main,7.940516666666666,
1401,main,9.006683333333333,
1456,main,4.777233333333333,
1066,main,8.276816666666667,
1665,main,7.8907,
981,main,9.572083333333332,
1235,main,4.84995,
1318,main,9.02045,
1167,main,13.510466666666666,
1652,main,12.72655,
1197,main,4.8528,
1156,main,3.315533333333333,
1118,main,3.5200666666666667,
1086,main,14.159233333333331,
1185,main,10.283466666666667,
1115,main,5.448683333333333,
1021,main,7.685616666666666,
1353,main,2.3859833333333333,
1367,main,5.283733333333333,
1366,main,5.962016666666667,
1252,main,5.336916666666666,
1348,main,5.431233333333333,
1477,main,8.146133333333333,
1014,main,7.941233333333333,
1630,main,6.829433333333333,
1565,main,7.632083333333333,
1195,main,5.828483333333334,
1263,main,5.264666666666667,
1463,main,4.591333333333333,
1117,main,6.888,
1009,main,3.8619833333333338,
1402,main,5.367633333333333,
1064,main,5.888133333333333,
1329,main,3.4276833333333334,
1618,main,17.454166666666666,
1483,main,14.6726,
1130,main,4.4861,
1175,main,7.212933333333333,
998,main,4.479233333333333,
1572,main,11.254533333333333,
1555,main,12.654516666666666,
1441,main,6.527316666666667,
1648,main,2.61245,
1378,main,3.5488,
1173,main,12.2296,
1276,main,12.43075,
1323,main,8.400066666666667,
1519,main,12.94595,
1341,main,8.875966666666667,
1074,main,4.168566666666667,
1492,main,3.9225833333333338,
1615,main,8.495883333333333,
1003,main,7.87805,
1222,main,4.862833333333334,
1374,main,3.9858,
1274,main,15.57285,
1072,main,7.884416666666667,
1525,main,4.095766666666667,
1324,main,12.221066666666667,
1434,main,5.84965,
1589,main,4.128116666666667,
1283,main,6.359933333333333,
1605,main,9.560583333333334,
1267,main,4.621216666666666,
1547,main,9.12855,
1509,main,11.57015,
1109,main,3.8875,
1533,main,9.151916666666668,
1567,main,21.8777,
1254,main,4.107633333333333,
1459,main,5.273366666666667,
1696,main,11.9472,
1082,main,4.4639,
1095,main,10.810583333333334,
1608,main,6.499383333333333,
1629,main,7.095533333333333,
1413,main,10.050783333333332,
1108,main,4.722366666666667,
1603,main,3.975016666666667,
1535,main,4.0238,
1593,main,5.169183333333334,
1444,main,21.698783333333335,
1384,main,17.48585,
1453,main,4.7743166666666665,
1511,main,6.119666666666666,
1686,main,3.4598166666666668,
1293,main,8.311683333333333,
1458,main,18.827183333333338,
1325,main,3.9981333333333335,
1389,main,8.352483333333334,
1047,main,6.196233333333334,
1571,main,3.8701833333333338,
1230,main,5.5575833333333335,
1322,main,14.175716666666666,
1336,main,8.573466666666667,
1345,main,5.426233333333333,
1583,main,5.4991666666666665,
1160,main,4.3941,
1210,main,9.56315,
1255,main,5.994316666666666,
1042,main,5.618683333333333,
1246,main,9.040816666666666,
1489,main,3.9985166666666663,
1083,main,4.379416666666667,
1338,main,19.166,
1490,main,8.7563,
1232,main,3.56265,
1689,main,4.274133333333333,
1163,main,8.888916666666667,
1584,main,14.990666666666666,
1187,main,8.3573,
1041,main,6.4614666666666665,
1071,main,8.07035,
1265,main,11.6861,
1205,main,14.467716666666666,
1233,main,7.72775,
1587,main,8.440383333333333,
1152,main,7.261216666666667,
1460,main,6.2026666666666666,
1078,main,5.5128,
1091,main,4.13605,
1346,main,6.56725,
1334,main,8.093083333333333,
