workerid,proliferate.condition,Browser,OS,screenH,screenW,error
975,pilot,Chrome,Windows,1080,1920,
974,pilot,Chrome,Windows,1200,1920,
977,pilot,Safari,Mac,900,1440,
976,pilot,Chrome,Windows,864,1536,
973,pilot,Chrome,Mac,800,1280,
